ids,ldcgrn,othssame,chemgen,natchld,natpark,sex,nukegen,harmgood,topprob1,drivless,grnmoney,topprob2,peopgrn,natsci,grngroup,redcehme,grntaxes,grncon,govdook,knowsol,chemfree,ihlpgrn,tempgen1,recycle,grndemo,impgrn,scigrn,h2oless,carsgen,indusgen,grnprice,grwthelp,nobuygrn,grneffme,helpharm,grnprog,toodifme,grnsign,harmsgrn,grnexagg,popgrwth,watergen,natenrgy,busgrn,natsoc,privent,grnsol,natroad,age,usdoenuf,grwtharm,econgrn,race,polgreed,polviews,grnintl,knwcause,grnecon,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters
1302,2,2,3,2,1,Female,3,4,Health care,1,0,Immigration,More information and education for people about the advantages of protecting the environment,3,0,1,2,2,2,2,2,2,2,2,0,4,2,1,3,2,3,4,2,3,4,2,2,1,2,2,4,3,1,Use the tax system to reward businesses that protect the environment,1,2,2,3,38,1,2,4,Black,2,2,4,3,2,0,1,0,3,4,5,6,4
1303,2,4,3,3,2,Male,4,2,The economy,1,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,1,4,3,1,2,1,2,5,2,0,4,2,1,4,3,3,2,1,1,4,4,4,0,2,5,2,3,2,Use the tax system to reward businesses that protect the environment,3,5,4,2,28,2,1,2,White,5,2,2,3,4,0,1,3,0,0,6,7,2
1240,2,1,2,1,2,Female,3,1,The economy,2,1,Health care,Use the tax system to reward people who protect the environment,1,0,2,2,5,3,3,2,3,1,4,0,3,2,2,1,1,2,2,2,3,2,2,2,1,3,1,5,1,1,Heavy fines for businesses that damage the environment,2,1,2,1,39,1,2,4,White,3,6,4,4,1,0,0,0,3,4,5,6,4
133,2,3,2,2,2,Male,5,3,Health care,2,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,3,2,3,2,2,3,2,4,0,4,3,3,3,2,3,4,2,2,3,3,4,0,3,5,3,2,2,Heavy fines for businesses that damage the environment,2,4,3,3,52,2,3,4,Other,4,2,4,3,4,1,0,2,2,2,2,4,5
132,2,2,2,2,2,Male,3,4,Education,2,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,4,2,2,4,2,4,0,2,1,3,2,2,2,2,3,4,4,2,2,0,4,2,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,2,45,1,3,4,White,3,4,5,3,2,0,0,0,3,2,5,0,0
130,2,2,3,2,2,Male,1,2,Immigration,3,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,2,4,4,3,4,4,2,4,0,1,4,2,2,2,1,4,2,2,4,4,4,0,4,2,4,2,1,More information and education for businesses about the advantages of protecting the environment,2,4,2,2,24,NaN,3,4,Other,5,2,4,1,4,0,1,3,0,0,0,2,8
499,1,2,3,3,2,Female,3,1,The economy,1,0,Terrorism,Use the tax system to reward people who protect the environment,1,0,2,5,1,1,2,1,5,5,4,0,3,2,3,4,3,5,NaN,3,2,2,5,2,0,1,5,4,3,3,Use the tax system to reward businesses that protect the environment,3,5,5,1,63,3,1,1,White,4,2,1,2,5,1,2,2,4,3,3,3,7
135,5,2,2,2,2,Male,1,4,The economy,2,0,Health care,Heavy fines for people who damage the environment,2,0,4,2,4,4,3,2,4,2,2,0,2,4,2,2,2,2,1,2,4,2,1,4,1,4,4,4,3,2,Heavy fines for businesses that damage the environment,1,4,2,2,42,2,4,5,White,4,3,3,3,4,0,0,0,3,4,5,0,4
129,1,2,3,NaN,2,Male,2,1,Immigration,4,1,Health care,More information and education for people about the advantages of protecting the environment,1,1,4,2,4,2,3,2,4,1,4,0,2,5,4,4,2,2,5,3,4,1,1,2,1,1,2,5,2,2,More information and education for businesses about the advantages of protecting the environment,2,5,2,1,72,1,1,5,White,2,4,5,4,5,1,2,1,1,3,1,1,6
496,2,5,2,1,2,Female,1,2,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,4,2,5,4,3,2,4,3,2,0,3,NaN,4,2,1,2,4,4,5,4,2,4,0,1,4,3,4,2,More information and education for businesses about the advantages of protecting the environment,1,NaN,4,3,86,2,1,4,White,3,3,4,3,4,1,2,1,1,1,4,5,1
138,4,2,2,2,2,Female,2,2,Education,4,1,The economy,Use the tax system to reward people who protect the environment,1,0,3,2,5,2,3,3,4,1,3,0,2,3,3,2,2,2,3,2,2,2,2,2,1,2,1,4,2,1,Heavy fines for businesses that damage the environment,1,3,2,NaN,35,1,3,4,White,3,7,4,3,1,0,1,0,3,4,6,6,4
490,2,1,2,1,2,Male,2,2,Education,1,0,The economy,Heavy fines for people who damage the environment,1,0,1,2,3,4,2,2,4,2,4,0,3,4,2,2,2,2,4,3,4,2,2,2,NaN,2,2,2,1,2,Heavy fines for businesses that damage the environment,2,4,2,2,39,2,2,2,White,4,2,4,4,2,0,0,0,3,4,5,6,4
491,2,4,3,1,2,Female,3,3,Health care,2,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,5,4,3,3,4,1,4,3,0,5,3,3,2,2,5,4,2,1,3,3,5,0,4,3,3,4,3,More information and education for businesses about the advantages of protecting the environment,2,3,5,2,21,2,3,4,Black,4,4,3,1,5,0,1,3,0,0,0,2,8
24,4,4,1,1,1,Female,1,4,Health care,NaN,0,Education,More information and education for people about the advantages of protecting the environment,1,0,2,1,1,1,5,1,4,4,3,0,4,4,3,1,1,2,4,1,3,3,4,4,0,1,4,4,1,1,More information and education for businesses about the advantages of protecting the environment,2,NaN,2,1,23,1,2,4,Black,4,3,4,4,4,0,1,3,0,0,0,2,8
25,4,4,1,1,1,Female,3,2,The environment,3,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,4,1,5,4,1,3,4,2,4,0,2,2,4,2,1,1,4,4,4,4,2,2,0,2,2,2,2,1,Heavy fines for businesses that damage the environment,1,NaN,2,1,35,1,2,3,White,4,6,4,2,2,0,1,0,3,4,6,6,4
1830,2,2,3,1,NaN,Male,3,3,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,3,0,1,4,3,2,3,1,3,4,1,0,3,3,1,4,3,4,NaN,1,2,3,4,3,0,4,4,2,3,1,More information and education for businesses about the advantages of protecting the environment,2,4,4,2,41,2,3,2,White,4,5,2,3,3,0,0,0,3,4,5,0,4
27,2,2,2,1,2,Female,3,2,Education,3,0,Crime,More information and education for people about the advantages of protecting the environment,3,0,3,5,3,2,2,3,4,2,3,0,4,2,2,3,2,5,2,2,4,2,2,4,0,2,4,2,2,1,More information and education for businesses about the advantages of protecting the environment,2,3,5,2,21,1,2,2,Other,3,3,4,2,2,0,1,3,0,0,0,2,8
1836,2,2,4,2,2,Male,3,2,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,4,3,3,2,2,3,3,1,0,2,3,1,4,3,4,4,2,3,2,3,3,0,2,2,3,3,1,More information and education for businesses about the advantages of protecting the environment,1,3,4,1,55,1,2,3,White,3,4,4,2,3,1,0,2,2,5,3,4,5
1837,2,2,3,NaN,NaN,Female,3,1,The environment,2,1,The economy,More information and education for people about the advantages of protecting the environment,NaN,0,3,1,5,1,3,3,4,3,4,0,4,2,2,3,3,1,NaN,3,4,4,4,2,1,4,1,5,2,1,More information and education for businesses about the advantages of protecting the environment,1,5,1,NaN,56,1,2,4,White,4,5,5,4,1,1,0,2,2,5,3,3,3
1835,2,2,3,2,2,Female,2,4,The economy,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,4,3,1,2,1,4,4,4,0,3,2,1,2,2,4,2,1,2,4,4,4,0,2,4,2,3,1,Heavy fines for businesses that damage the environment,1,3,5,1,65,2,2,4,White,4,3,4,2,2,1,2,1,4,3,1,1,7
1838,3,2,2,3,3,Female,3,3,The economy,1,0,Health care,Use the tax system to reward people who protect the environment,3,0,1,4,3,5,2,1,3,3,4,0,2,3,1,3,3,2,4,1,2,2,4,2,0,3,4,3,3,3,More information and education for businesses about the advantages of protecting the environment,3,3,2,3,58,2,3,3,White,2,4,3,2,4,1,0,2,4,5,3,3,3
1839,1,2,1,1,1,Female,1,2,Terrorism,1,0,The economy,Heavy fines for people who damage the environment,1,0,3,2,4,2,4,1,4,3,3,0,2,4,3,1,1,2,2,2,4,1,2,1,0,4,4,5,1,1,Heavy fines for businesses that damage the environment,2,2,2,1,63,2,4,4,White,4,3,5,5,4,1,2,2,4,5,3,3,3
28,2,2,1,2,1,Female,3,2,Education,4,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,2,4,4,3,3,4,1,4,1,1,4,3,2,1,2,3,4,3,3,4,2,1,5,2,3,1,1,Heavy fines for businesses that damage the environment,2,3,2,2,21,1,4,4,Other,4,5,5,3,2,0,1,3,0,0,0,2,8
407,2,2,2,1,2,Male,2,2,Education,NaN,0,Health care,Use the tax system to reward people who protect the environment,2,0,3,2,5,3,2,1,4,2,2,0,2,2,1,2,2,1,4,2,4,2,2,2,1,2,2,4,2,2,Use the tax system to reward businesses that protect the environment,1,4,5,2,54,1,2,2,White,2,5,4,3,2,1,0,2,2,5,2,4,5
406,4,1,1,1,NaN,Female,2,1,The economy,1,0,Immigration,More information and education for people about the advantages of protecting the environment,NaN,0,3,4,5,1,2,4,4,2,2,1,2,1,2,3,2,3,4,3,3,2,2,2,0,2,3,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,NaN,1,51,NaN,2,4,White,4,4,4,3,2,1,0,2,2,2,2,4,5
1373,2,4,2,2,1,Male,4,2,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,NaN,0,2,4,4,2,3,3,3,3,1,0,3,3,1,4,3,3,4,3,4,3,3,3,0,2,NaN,2,2,2,Heavy fines for businesses that damage the environment,2,NaN,3,1,36,3,2,2,White,4,4,4,2,3,0,1,0,3,4,6,6,4
1372,3,3,2,2,1,Male,4,1,The economy,1,0,The environment,Use the tax system to reward people who protect the environment,2,0,3,2,4,4,3,1,3,2,2,0,3,2,1,2,2,2,4,1,4,3,2,2,0,4,2,2,2,1,Use the tax system to reward businesses that protect the environment,1,1,2,1,51,1,3,2,White,3,5,4,4,2,1,0,2,2,2,2,4,5
2019,2,4,1,1,1,Male,4,2,Health care,1,0,Education,Use the tax system to reward people who protect the environment,2,0,1,5,2,3,1,2,4,NaN,2,0,3,3,1,2,2,5,3,2,3,2,3,3,0,3,3,3,1,1,Heavy fines for businesses that damage the environment,1,3,5,2,44,2,3,2,Other,3,5,4,1,4,0,0,0,3,2,5,0,0
2018,5,4,1,1,1,Male,1,NaN,Education,2,0,Health care,Heavy fines for people who damage the environment,2,0,1,5,3,4,1,2,5,2,1,0,3,3,2,3,4,5,4,4,4,1,4,4,0,4,4,3,2,2,More information and education for businesses about the advantages of protecting the environment,3,4,4,1,19,2,5,4,Other,NaN,6,4,3,4,0,1,3,0,0,0,2,8
1377,2,2,3,2,2,Female,4,4,Terrorism,2,0,The economy,NaN,2,0,2,4,2,1,2,2,4,4,2,0,3,2,2,3,3,4,4,1,2,3,4,3,0,4,4,3,3,1,NaN,2,5,3,2,62,3,3,3,White,3,2,2,2,4,1,2,2,4,5,3,3,7
400,3,4,3,1,2,Female,3,2,NaN,4,1,Crime,More information and education for people about the advantages of protecting the environment,2,0,3,5,3,4,1,4,2,1,4,0,4,3,1,2,1,2,4,3,4,4,4,4,0,4,NaN,4,2,1,Heavy fines for businesses that damage the environment,2,3,5,1,59,1,4,4,White,4,4,4,3,4,1,0,2,4,5,3,3,3
1379,4,4,2,1,1,Female,1,3,Health care,2,0,Education,More information and education for people about the advantages of protecting the environment,1,0,2,NaN,5,4,3,4,4,2,4,0,4,4,2,1,1,NaN,4,1,4,4,4,4,0,4,4,NaN,1,1,Heavy fines for businesses that damage the environment,1,4,NaN,2,49,1,2,4,White,NaN,4,4,3,4,1,0,2,2,2,2,4,5
1378,2,2,3,1,1,Female,4,3,Education,4,0,The environment,More information and education for people about the advantages of protecting the environment,2,0,4,4,4,3,3,2,3,4,4,0,4,2,4,2,3,3,4,3,4,2,3,4,0,4,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,2,4,4,2,88,2,3,3,White,2,2,3,4,4,1,2,1,1,1,4,5,1
2017,3,3,3,1,2,Male,3,1,The environment,2,0,Health care,NaN,1,0,2,2,4,3,3,1,4,2,1,0,2,4,2,3,3,3,4,2,2,3,2,4,0,2,3,3,3,1,Use the tax system to reward businesses that protect the environment,NaN,3,2,2,19,2,4,3,White,4,3,4,4,3,0,1,3,0,0,0,2,8
930,2,4,3,2,1,Female,3,2,Health care,2,0,Education,Use the tax system to reward people who protect the environment,2,0,2,2,2,4,2,1,4,3,4,0,3,3,2,2,2,2,2,2,3,3,3,3,0,4,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,2,3,2,2,28,2,3,3,White,2,3,4,3,2,0,1,3,0,0,6,7,2
937,2,1,3,1,2,Male,1,3,The economy,1,0,Health care,Use the tax system to reward people who protect the environment,2,0,2,5,4,1,4,1,4,NaN,3,0,3,2,1,2,1,3,4,1,1,4,3,3,0,5,2,2,2,1,Heavy fines for businesses that damage the environment,1,1,2,1,37,1,1,NaN,White,4,3,3,4,1,0,1,0,3,4,5,6,4
1342,2,4,3,2,2,Male,1,3,The economy,2,0,Health care,More information and education for people about the advantages of protecting the environment,3,0,2,5,5,5,3,2,2,3,2,0,4,2,1,2,2,5,4,2,3,4,4,4,0,2,4,4,2,2,More information and education for businesses about the advantages of protecting the environment,3,3,2,2,49,2,3,3,Other,2,4,4,3,3,1,0,2,2,2,2,4,0
935,2,2,3,2,2,Female,2,2,Health care,1,0,The economy,Use the tax system to reward people who protect the environment,1,0,3,3,4,2,3,2,4,3,3,0,2,2,2,2,2,3,4,2,4,4,2,2,0,2,2,2,3,1,Heavy fines for businesses that damage the environment,1,2,2,2,19,1,2,3,White,3,5,4,2,3,0,1,3,0,0,0,2,8
182,2,2,1,1,2,Female,1,3,Terrorism,3,1,The economy,More information and education for people about the advantages of protecting the environment,1,0,1,4,4,3,2,2,4,NaN,4,0,5,2,3,1,1,2,5,1,4,2,2,2,1,4,4,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,2,3,2,39,1,1,2,White,3,2,3,4,4,0,0,0,3,4,5,6,4
453,2,2,2,1,1,Male,3,4,Health care,1,1,Poverty,Heavy fines for people who damage the environment,3,0,2,2,5,4,3,3,4,3,3,0,2,2,2,3,2,2,4,2,4,3,2,4,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,1,4,1,57,2,2,4,Black,2,6,4,4,3,1,0,2,2,5,3,3,3
1691,2,3,4,2,3,Male,4,3,The economy,1,0,Terrorism,Use the tax system to reward people who protect the environment,3,0,1,5,1,2,3,1,3,4,NaN,0,4,2,1,4,3,5,3,1,2,3,4,3,0,2,5,2,4,3,Use the tax system to reward businesses that protect the environment,2,5,5,2,42,3,2,2,White,4,2,4,4,5,0,0,0,3,4,5,0,0
1345,3,4,3,1,2,Male,2,3,Health care,2,0,Education,More information and education for people about the advantages of protecting the environment,NaN,0,3,3,3,3,1,2,3,2,2,0,3,3,3,3,2,2,3,2,2,3,4,3,1,4,3,2,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,3,2,59,2,3,3,Other,3,4,4,4,2,1,0,2,4,5,3,3,3
1955,1,2,1,3,2,Female,1,2,Health care,1,0,Education,Use the tax system to reward people who protect the environment,2,0,3,4,3,1,2,4,2,3,2,0,2,1,1,1,1,5,2,2,5,4,1,5,0,4,4,4,1,2,Heavy fines for businesses that damage the environment,2,2,5,2,50,2,4,4,White,5,5,4,2,4,1,0,2,2,2,2,4,5
1957,4,4,4,1,3,Male,2,1,Terrorism,3,0,Crime,More information and education for people about the advantages of protecting the environment,1,0,3,5,4,2,1,1,4,2,4,0,2,4,1,4,4,5,5,3,4,4,2,4,0,2,2,2,2,3,Use the tax system to reward businesses that protect the environment,1,1,5,3,52,3,2,4,Black,4,4,5,1,2,1,0,2,2,2,2,4,5
1956,2,4,2,1,2,Female,2,2,Health care,3,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,3,2,4,2,3,4,4,1,3,0,2,4,3,1,2,2,4,2,4,2,4,2,0,4,2,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,2,2,1,68,2,2,5,White,5,5,4,3,4,1,2,1,4,3,1,1,6
1950,1,2,2,3,1,Male,2,2,The economy,4,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,4,5,4,1,1,2,4,2,NaN,0,2,2,1,1,2,5,4,1,4,2,4,4,0,4,2,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,2,5,1,64,1,NaN,2,White,5,4,5,3,4,1,2,2,4,3,1,1,7
1953,2,4,4,2,2,Female,3,2,The economy,2,0,Education,More information and education for people about the advantages of protecting the environment,2,0,3,3,3,4,2,1,3,3,2,0,2,2,2,4,3,2,3,2,3,4,2,2,0,2,2,4,3,2,Heavy fines for businesses that damage the environment,1,2,4,2,53,1,3,3,White,3,4,4,3,2,1,0,2,2,2,2,4,5
1958,2,2,3,2,2,Female,5,4,Terrorism,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,3,5,3,1,2,2,4,4,4,0,2,2,3,3,2,5,4,3,2,2,4,2,0,2,5,4,2,2,Heavy fines for businesses that damage the environment,1,3,5,1,58,3,2,2,White,5,4,3,3,3,1,0,2,4,5,3,3,7
636,2,1,3,2,2,Female,3,2,Health care,2,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,3,4,4,3,2,3,3,2,0,1,2,2,3,3,3,4,2,3,3,3,2,0,3,3,3,3,2,Use the tax system to reward businesses that protect the environment,1,3,3,1,48,NaN,3,4,White,2,4,4,3,3,0,0,0,2,2,2,4,0
1061,4,2,3,2,2,Male,5,2,Immigration,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,4,5,3,1,3,1,4,4,4,0,4,3,1,3,3,4,4,4,2,3,4,3,0,4,5,4,3,2,More information and education for businesses about the advantages of protecting the environment,2,5,5,1,67,2,2,3,White,4,2,1,4,4,1,2,1,4,3,1,1,7
829,4,1,1,1,2,Female,NaN,3,Immigration,2,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,3,2,5,3,2,4,4,1,4,0,2,4,3,1,1,2,4,3,4,3,4,4,0,4,3,4,2,2,More information and education for businesses about the advantages of protecting the environment,2,5,2,2,36,2,NaN,4,Other,3,5,4,5,4,0,1,0,3,4,6,6,4
1751,2,4,3,2,2,Female,1,4,The economy,1,0,Health care,Use the tax system to reward people who protect the environment,2,0,1,4,4,1,2,1,3,1,1,0,3,1,1,3,2,4,3,2,4,2,3,2,0,4,3,4,1,1,Use the tax system to reward businesses that protect the environment,1,2,1,3,35,1,3,3,White,4,4,5,3,3,0,1,0,3,4,6,6,4
825,5,5,2,2,3,Female,3,1,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,NaN,3,5,3,3,NaN,5,4,0,5,5,2,4,3,1,5,2,2,3,2,4,0,3,3,NaN,2,2,More information and education for businesses about the advantages of protecting the environment,2,NaN,2,3,29,2,2,4,White,4,6,4,4,5,0,1,3,0,0,6,7,2
370,1,1,1,1,1,Male,1,4,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,4,5,5,3,3,1,4,1,2,0,1,1,1,1,1,5,4,1,5,1,4,2,1,5,1,NaN,1,1,Heavy fines for businesses that damage the environment,2,1,5,2,55,3,2,2,Black,5,6,4,3,2,1,0,2,2,5,3,4,5
827,2,1,1,1,2,Male,4,2,Education,2,NaN,The environment,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,3,4,2,4,1,4,0,2,2,2,1,1,2,1,2,4,2,1,1,1,2,1,4,1,1,Heavy fines for businesses that damage the environment,2,2,2,1,60,1,2,5,White,2,7,5,4,1,1,0,2,4,5,3,3,3
372,3,4,1,2,2,Male,3,5,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,4,5,3,1,NaN,3,5,1,1,0,3,1,1,1,1,5,1,3,5,1,4,1,0,5,4,1,1,1,Heavy fines for businesses that damage the environment,1,1,NaN,1,66,1,5,1,Black,5,NaN,4,5,5,1,2,1,4,3,1,1,7
821,2,2,4,2,1,Male,4,1,The environment,1,0,Health care,Use the tax system to reward people who protect the environment,1,0,2,3,4,2,2,1,2,2,4,0,4,4,1,3,2,4,3,1,2,3,2,4,1,4,4,4,2,1,Use the tax system to reward businesses that protect the environment,3,2,3,2,21,2,4,4,White,4,6,4,3,2,0,1,3,0,0,0,2,8
820,2,2,1,1,1,Male,1,3,The environment,1,0,Poverty,More information and education for people about the advantages of protecting the environment,2,0,2,4,4,2,2,2,2,4,4,0,1,4,1,3,3,2,5,1,2,2,2,2,0,4,2,2,1,2,More information and education for businesses about the advantages of protecting the environment,1,2,4,2,23,NaN,2,4,Black,2,3,4,3,1,0,1,3,0,0,0,2,8
823,2,2,2,2,2,Male,3,2,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,1,2,3,3,3,2,4,1,4,0,4,4,1,2,1,2,4,2,3,4,2,2,0,4,2,4,1,1,More information and education for businesses about the advantages of protecting the environment,3,3,4,2,30,2,4,3,Other,4,4,5,4,2,0,1,3,0,0,6,7,2
1130,2,2,3,2,1,Female,2,1,Health care,2,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,3,5,5,1,2,3,4,2,2,0,2,2,1,3,2,5,1,1,2,2,2,4,0,1,2,3,3,NaN,More information and education for businesses about the advantages of protecting the environment,1,1,5,1,50,1,4,4,Black,4,4,4,3,4,1,0,2,2,2,2,4,5
1870,2,2,3,3,2,Male,3,2,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,1,2,4,4,2,1,2,1,1,0,4,2,1,3,2,2,4,1,2,4,2,2,0,2,4,4,1,1,Use the tax system to reward businesses that protect the environment,2,5,2,2,66,2,2,4,White,2,3,4,3,3,1,2,1,4,3,1,1,7
1176,4,1,1,2,3,Female,1,3,Health care,3,0,The environment,Use the tax system to reward people who protect the environment,2,1,3,1,5,4,3,3,4,1,4,1,1,2,3,1,1,1,5,3,5,3,2,1,1,5,1,5,1,1,Heavy fines for businesses that damage the environment,1,4,1,1,48,1,3,5,White,3,7,5,4,1,0,0,0,2,2,2,4,0
704,2,2,1,2,2,Female,3,2,The economy,1,0,The environment,More information and education for people about the advantages of protecting the environment,2,0,2,2,5,3,3,2,2,1,4,0,2,2,1,1,1,2,4,2,3,4,2,4,1,4,2,2,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,3,1,29,1,3,4,Other,4,4,4,4,2,0,1,3,0,0,6,7,2
706,2,2,3,1,2,Female,3,2,The economy,2,0,Education,Use the tax system to reward people who protect the environment,1,0,3,3,4,3,3,2,4,1,4,0,3,4,3,2,2,3,4,2,3,2,3,2,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,4,3,2,22,1,2,3,White,3,6,4,4,2,0,1,3,0,0,0,2,8
1175,2,2,2,2,3,Male,4,2,Education,2,1,Poverty,Use the tax system to reward people who protect the environment,2,0,3,4,4,2,3,2,4,2,4,0,2,3,2,2,2,2,4,2,4,4,2,3,1,3,2,3,2,1,Use the tax system to reward businesses that protect the environment,2,4,2,1,57,1,2,4,White,4,4,4,3,2,1,0,2,2,5,3,3,3
702,3,4,3,1,3,Female,NaN,3,Poverty,1,0,Crime,More information and education for people about the advantages of protecting the environment,1,0,1,2,3,3,3,3,3,3,2,0,3,3,1,3,3,3,2,1,4,3,2,3,0,3,4,3,3,3,Use the tax system to reward businesses that protect the environment,1,NaN,3,2,38,2,5,3,Black,3,5,3,3,3,0,1,0,3,4,5,6,4
393,2,4,3,1,1,Male,1,2,Education,3,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,3,4,5,1,5,3,4,2,4,0,1,4,2,2,1,2,4,3,2,2,4,2,NaN,4,1,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,59,3,2,4,Black,4,3,4,5,4,1,0,2,4,5,3,3,3
